uniprot_id	protein_name	gene_names	protein_full_name
Q9HCN4	GPN1	GPN1 MBDIN RPAP4 XAB1 HUSSY-23	GPN-loop GTPase 1 (EC 3.6.5.-) (MBD2-interacting protein) (MBDin) (RNAPII-associated protein 4) (XPA-binding protein 1)
Q15842	KCNJ8	KCNJ8	ATP-sensitive inward rectifier potassium channel 8 (Inward rectifier K(+) channel Kir6.1) (Potassium channel, inwardly rectifying subfamily J member 8) (uKATP-1)
Q15560	TCEA2	TCEA2	Transcription elongation factor A protein 2 (Testis-specific S-II) (Transcription elongation factor S-II protein 2) (Transcription elongation factor TFIIS.l)
Q9H9C1	SPE39	VIPAS39 C14orf133 SPE39 VIPAR	Spermatogenesis-defective protein 39 homolog (hSPE-39) (VPS33B-interacting protein in apical-basolateral polarity regulator) (VPS33B-interacting protein in polarity and apical restriction)
P34925	RYK	RYK JTK5A	Tyrosine-protein kinase RYK (EC 2.7.10.1)
Q12791	KCMA1	KCNMA1 KCNMA SLO	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (MaxiK) (Slo-alpha) (Slo1) (Slowpoke homolog) (Slo homolog) (hSlo)
Q969V5	MUL1	MUL1 C1orf166 GIDE MAPL MULAN RNF218	Mitochondrial ubiquitin ligase activator of NFKB 1 (EC 2.3.2.27) (E3 SUMO-protein ligase MUL1) (E3 ubiquitin-protein ligase MUL1) (Growth inhibition and death E3 ligase) (Mitochondrial-anchored protein ligase) (Protein Hades) (Putative NF-kappa-B-activating protein 266) (RING finger protein 218) (RING-type E3 ubiquitin transferase NFKB 1)
O95258	UCP5	SLC25A14 BMCP1 UCP5 UNQ791/PRO1682	Brain mitochondrial carrier protein 1 (BMCP-1) (Mitochondrial uncoupling protein 5) (UCP 5) (Solute carrier family 25 member 14)
O00461	GOLI4	GOLIM4 GIMPC GOLPH4 GPP130	Golgi integral membrane protein 4 (Golgi integral membrane protein, cis) (GIMPc) (Golgi phosphoprotein 4) (Golgi-localized phosphoprotein of 130 kDa) (Golgi phosphoprotein of 130 kDa)
O75970	MPDZ	MPDZ MUPP1	Multiple PDZ domain protein (Multi-PDZ domain protein 1)
Q92598	HS105	HSPH1 HSP105 HSP110 KIAA0201	Heat shock protein 105 kDa (Antigen NY-CO-25) (Heat shock 110 kDa protein) (Heat shock protein family H member 1)
Q16537	2A5E	PPP2R5E	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform (PP2A B subunit isoform B'-epsilon) (PP2A B subunit isoform B56-epsilon) (PP2A B subunit isoform PR61-epsilon) (PP2A B subunit isoform R5-epsilon)
P47929	LEG7	LGALS7 PIG1; LGALS7B	Galectin-7 (Gal-7) (HKL-14) (PI7) (p53-induced gene 1 protein)
Q15370	ELOB	ELOB TCEB2	Elongin-B (EloB) (Elongin 18 kDa subunit) (RNA polymerase II transcription factor SIII subunit B) (SIII p18) (Transcription elongation factor B polypeptide 2)
Q92997	DVL3	DVL3 KIAA0208	Segment polarity protein dishevelled homolog DVL-3 (Dishevelled-3) (DSH homolog 3)
Q8TAB5	CA216	C1orf216	UPF0500 protein C1orf216
Q9UI36	DACH1	DACH1 DACH	Dachshund homolog 1 (Dach1)
Q9BYD1	RM13	MRPL13	Large ribosomal subunit protein uL13m (39S ribosomal protein L13, mitochondrial) (L13mt) (MRP-L13)
O94906	PRP6	PRPF6 C20orf14	Pre-mRNA-processing factor 6 (Androgen receptor N-terminal domain-transactivating protein 1) (ANT-1) (PRP6 homolog) (U5 snRNP-associated 102 kDa protein) (U5-102 kDa protein)
Q9NZT1	CALL5	CALML5 CLSP	Calmodulin-like protein 5 (Calmodulin-like skin protein)
P58753	TIRAP	TIRAP MAL	Toll/interleukin-1 receptor domain-containing adapter protein (TIR domain-containing adapter protein) (Adaptor protein Wyatt) (MyD88 adapter-like protein) (MyD88-2)
Q9P253	VPS18	VPS18 KIAA1475	Vacuolar protein sorting-associated protein 18 homolog (hVPS18)
Q14155	ARHG7	ARHGEF7 COOL1 KIAA0142 P85SPR PAK3BP PIXB Nbla10314	Rho guanine nucleotide exchange factor 7 (Beta-Pix) (COOL-1) (PAK-interacting exchange factor beta) (p85)
P0DP25	CALM3	CALM3 CALML2 CAM3 CAMC CAMIII	Calmodulin-3
P22087	FBRL	FBL FIB1 FLRN	rRNA 2'-O-methyltransferase fibrillarin (EC 2.1.1.-) (34 kDa nucleolar scleroderma antigen) (Histone-glutamine methyltransferase) (U6 snRNA 2'-O-methyltransferase fibrillarin)
Q4VCS5	AMOT	AMOT KIAA1071	Angiomotin
Q9BYR8	KRA31	KRTAP3-1 KAP3.1 KRTAP3.1	Keratin-associated protein 3-1 (High sulfur keratin-associated protein 3.1) (Keratin-associated protein 3.1)
O75554	WBP4	WBP4 FBP21 FNBP21	WW domain-binding protein 4 (WBP-4) (Formin-binding protein 21) (WW domain-containing-binding protein 4)
P04222	HLAC	HLA-C HLAC	HLA class I histocompatibility antigen, C alpha chain (HLA-C) (HLA-Cw) (Human leukocyte antigen C)
Q5W0U4	BSPRY	BSPRY	B box and SPRY domain-containing protein
Q8TEY7	UBP33	USP33 KIAA1097 VDU1	Ubiquitin carboxyl-terminal hydrolase 33 (EC 3.4.19.12) (Deubiquitinating enzyme 33) (Ubiquitin thioesterase 33) (Ubiquitin-specific-processing protease 33) (VHL-interacting deubiquitinating enzyme 1) (hVDU1)
Q8N6Y0	USBP1	USHBP1 AIEBP MCC2	Harmonin-binding protein USHBP1 (AIE-75-binding protein) (Mutated in colon cancer protein 2) (MCC-2) (Usher syndrome type-1C protein-binding protein 1) (USH1C-binding protein 1)
O43653	PSCA	PSCA UNQ206/PRO232	Prostate stem cell antigen
Q9NVH1	DJC11	DNAJC11	DnaJ homolog subfamily C member 11
Q9UM13	APC10	ANAPC10 APC10	Anaphase-promoting complex subunit 10 (APC10) (Cyclosome subunit 10)
O95478	NSA2	NSA2 TINP1 HUSSY-29	Ribosome biogenesis protein NSA2 homolog (Hairy cell leukemia protein 1) (TGF-beta-inducible nuclear protein 1)
Q5VVQ6	OTU1	YOD1 DUBA8 HIN7 OTUD2 PRO0907	Ubiquitin thioesterase OTU1 (EC 3.4.19.12) (DUBA-8) (HIV-1-induced protease 7) (HIN-7) (HsHIN7) (OTU domain-containing protein 2)
Q9BRT9	SLD5	GINS4 SLD5	DNA replication complex GINS protein SLD5 (GINS complex subunit 4) [Cleaved into: DNA replication complex GINS protein SLD5, N-terminally processed]
O43602	DCX	DCX DBCN LISX	Neuronal migration protein doublecortin (Doublin) (Lissencephalin-X) (Lis-X)
O95785	WIZ	WIZ ZNF803	Protein Wiz (Widely-interspaced zinc finger-containing protein) (Zinc finger protein 803)
Q9BZM4	ULBP3	ULBP3 N2DL3 RAET1N	UL16-binding protein 3 (ALCAN-gamma) (NKG2D ligand 3) (N2DL-3) (NKG2DL3) (Retinoic acid early transcript 1N)
P08118	MSMB	MSMB PRSP	Beta-microseminoprotein (Immunoglobulin-binding factor) (IGBF) (PN44) (Prostate secreted seminal plasma protein) (Prostate secretory protein of 94 amino acids) (PSP-94) (PSP94) (Seminal plasma beta-inhibin)
Q9BSI4	TINF2	TINF2 TIN2	TERF1-interacting nuclear factor 2 (TRF1-interacting nuclear protein 2)
Q9Y2M5	KLH20	KLHL20 KLEIP KLHLX	Kelch-like protein 20 (Kelch-like ECT2-interacting protein) (Kelch-like protein X)
Q8IY26	PLPP6	PLPP6 PDP1 PPAPDC2	Polyisoprenoid diphosphate/phosphate phosphohydrolase PLPP6 (EC 3.1.3.-) (EC 3.6.1.-) (EC 3.6.1.68) (Lipid phosphatase-related protein-B) (LPRP-B) (PA-PSP) (Phosphatidic acid phosphatase type 2 domain-containing protein 2) (PPAP2 domain-containing protein 2) (Phospholipid phosphatase 6) (Presqualene diphosphate phosphatase) (Type 1 polyisoprenoid diphosphate phosphatase)
Q13505	MTX1	MTX1 MTX MTXN	Metaxin-1 (Mitochondrial outer membrane import complex protein 1)
Q9H425	CA198	C1orf198	Uncharacterized protein C1orf198
O15164	TIF1A	TRIM24 RNF82 TIF1 TIF1A	Transcription intermediary factor 1-alpha (TIF1-alpha) (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM24) (RING finger protein 82) (RING-type E3 ubiquitin transferase TIF1-alpha) (Tripartite motif-containing protein 24)
P11117	PPAL	ACP2	Lysosomal acid phosphatase (LAP) (EC 3.1.3.2)
P45985	MP2K4	MAP2K4 JNKK1 MEK4 MKK4 PRKMK4 SEK1 SERK1 SKK1	Dual specificity mitogen-activated protein kinase kinase 4 (MAP kinase kinase 4) (MAPKK 4) (EC 2.7.12.2) (JNK-activating kinase 1) (MAPK/ERK kinase 4) (MEK 4) (SAPK/ERK kinase 1) (SEK1) (Stress-activated protein kinase kinase 1) (SAPK kinase 1) (SAPKK-1) (SAPKK1) (c-Jun N-terminal kinase kinase 1) (JNKK)
Q8WW34	TM239	TMEM239	Transmembrane protein 239
Q15366	PCBP2	PCBP2	Poly(rC)-binding protein 2 (Alpha-CP2) (Heterogeneous nuclear ribonucleoprotein E2) (hnRNP E2)
Q9NY72	SCN3B	SCN3B KIAA1158	Sodium channel regulatory subunit beta-3
O43711	TLX3	TLX3 HOX11L2	T-cell leukemia homeobox protein 3 (Homeobox protein Hox-11L2)
P46379	BAG6	BAG6 BAT3 G3	Large proline-rich protein BAG6 (BAG family molecular chaperone regulator 6) (BCL2-associated athanogene 6) (BAG-6) (HLA-B-associated transcript 3) (Protein G3) (Protein Scythe)
Q9NTI5	PDS5B	PDS5B APRIN AS3 KIAA0979	Sister chromatid cohesion protein PDS5 homolog B (Androgen-induced proliferation inhibitor) (Androgen-induced prostate proliferative shutoff-associated protein AS3)
O75031	HSF2B	HSF2BP MEILB2	Heat shock factor 2-binding protein
P16220	CREB1	CREB1	Cyclic AMP-responsive element-binding protein 1 (CREB-1) (cAMP-responsive element-binding protein 1)
Q93096	TP4A1	PTP4A1 PRL1 PTPCAAX1	Protein tyrosine phosphatase type IVA 1 (EC 3.1.3.48) (PTP(CAAXI)) (Protein-tyrosine phosphatase 4a1) (Protein-tyrosine phosphatase of regenerating liver 1) (PRL-1)
O00192	ARVC	ARVCF	Splicing regulator ARVCF (Armadillo repeat protein deleted in velo-cardio-facial syndrome)
Q9P2L0	WDR35	WDR35 IFT121 KIAA1336	WD repeat-containing protein 35 (Intraflagellar transport protein 121 homolog)
Q9H0C1	ZMY12	ZMYND12	Zinc finger MYND domain-containing protein 12
Q9HC98	NEK6	NEK6	Serine/threonine-protein kinase Nek6 (EC 2.7.11.34) (Never in mitosis A-related kinase 6) (NimA-related protein kinase 6) (Protein kinase SID6-1512)
Q92876	KLK6	KLK6 PRSS18 PRSS9	Kallikrein-6 (EC 3.4.21.-) (Neurosin) (Protease M) (SP59) (Serine protease 18) (Serine protease 9) (Zyme)
P49327	FAS	FASN FAS	Fatty acid synthase (EC 2.3.1.85) (Type I fatty acid synthase) [Includes: [Acyl-carrier-protein] S-acetyltransferase (EC 2.3.1.38); [Acyl-carrier-protein] S-malonyltransferase (EC 2.3.1.39); 3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41); 3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100); 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59); Enoyl-[acyl-carrier-protein] reductase (EC 1.3.1.39); Acyl-[acyl-carrier-protein] hydrolase (EC 3.1.2.14)]
O15431	COPT1	SLC31A1 COPT1 CTR1	High affinity copper uptake protein 1 (Copper transporter 1) (hCTR1) (Solute carrier family 31 member 1) [Cleaved into: Truncated CTR1 form]
P38919	IF4A3	EIF4A3 DDX48 KIAA0111	Eukaryotic initiation factor 4A-III (eIF-4A-III) (eIF4A-III) (EC 3.6.4.13) (ATP-dependent RNA helicase DDX48) (ATP-dependent RNA helicase eIF4A-3) (DEAD box protein 48) (Eukaryotic initiation factor 4A-like NUK-34) (Eukaryotic translation initiation factor 4A isoform 3) (Nuclear matrix protein 265) (NMP 265) (hNMP 265) [Cleaved into: Eukaryotic initiation factor 4A-III, N-terminally processed]
Q99873	ANM1	PRMT1 HMT2 HRMT1L2 IR1B4	Protein arginine N-methyltransferase 1 (EC 2.1.1.319) (Histone-arginine N-methyltransferase PRMT1) (Interferon receptor 1-bound protein 4)
Q15628	TRADD	TRADD	Tumor necrosis factor receptor type 1-associated DEATH domain protein (TNFR1-associated DEATH domain protein) (TNFRSF1A-associated via death domain)
Q8IUQ4	SIAH1	SIAH1 HUMSIAH	E3 ubiquitin-protein ligase SIAH1 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SIAH1) (Seven in absentia homolog 1) (Siah-1) (Siah-1a)
Q13148	TADBP	TARDBP TDP43	TAR DNA-binding protein 43 (TDP-43)
Q86TP1	PRUN1	PRUNE1 PRUNE	Exopolyphosphatase PRUNE1 (EC 3.6.1.1) (Drosophila-related expressed sequence 17) (DRES-17) (DRES17) (HTcD37) (Protein prune homolog 1) (hPrune)
P55056	APOC4	APOC4	Apolipoprotein C-IV (Apo-CIV) (ApoC-IV) (Apolipoprotein C4)
P49286	MTR1B	MTNR1B	Melatonin receptor type 1B (Mel-1B-R) (Mel1b receptor)
Q9UHI7	S23A1	SLC23A1 SVCT1 YSPL3	Solute carrier family 23 member 1 (Na(+)/L-ascorbic acid transporter 1) (Sodium-dependent vitamin C transporter 1) (hSVCT1) (Yolk sac permease-like molecule 3)
P49748	ACADV	ACADVL VLCAD	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial (VLCAD) (EC 1.3.8.9)
Q8N5K1	CISD2	CISD2 CDGSH2 ERIS ZCD2	CDGSH iron-sulfur domain-containing protein 2 (Endoplasmic reticulum intermembrane small protein) (MitoNEET-related 1 protein) (Miner1) (Nutrient-deprivation autophagy factor-1) (NAF-1)
Q96AN5	TM143	TMEM143 UNQ5922/PRO19813	Transmembrane protein 143
P12235	ADT1	SLC25A4 AAC1 ANT1	ADP/ATP translocase 1 (ADP,ATP carrier protein 1) (ADP,ATP carrier protein, heart/skeletal muscle isoform T1) (Adenine nucleotide translocator 1) (ANT 1) (Solute carrier family 25 member 4)
Q96LR4	TAFA4	TAFA4 FAM19A4	Chemokine-like protein TAFA-4
Q13596	SNX1	SNX1	Sorting nexin-1
P54852	EMP3	EMP3 YMP	Epithelial membrane protein 3 (EMP-3) (Hematopoietic neural membrane protein 1) (HNMP-1) (Protein YMP)
Q8TF66	LRC15	LRRC15 LIB	Leucine-rich repeat-containing protein 15 (Leucine-rich repeat protein induced by beta-amyloid homolog) (hLib)
Q3LI66	KRA62	KRTAP6-2 KAP6.2	Keratin-associated protein 6-2
Q9NPI1	BRD7	BRD7 BP75 CELTIX1	Bromodomain-containing protein 7 (75 kDa bromodomain protein) (Protein CELTIX-1)
Q8NFH5	NUP35	NUP35 MP44 NUP53	Nucleoporin NUP35 (35 kDa nucleoporin) (Mitotic phosphoprotein 44) (MP-44) (Nuclear pore complex protein Nup53) (Nucleoporin NUP53)
Q9NRZ9	HELLS	HELLS PASG SMARCA6 Nbla10143	Lymphoid-specific helicase (EC 3.6.4.-) (Proliferation-associated SNF2-like protein) (SWI/SNF2-related matrix-associated actin-dependent regulator of chromatin subfamily A member 6)
Q9Y5A6	ZSC21	ZSCAN21 ZFP38 ZNF38	Zinc finger and SCAN domain-containing protein 21 (Renal carcinoma antigen NY-REN-21) (Zinc finger protein 38 homolog) (Zfp-38)
A4D1E9	GTPBA	GTPBP10 OBGH2 UG0751c10	GTP-binding protein 10 (Protein obg homolog 2) (ObgH2)
Q9UJX2	CDC23	CDC23 ANAPC8	Cell division cycle protein 23 homolog (Anaphase-promoting complex subunit 8) (APC8) (Cyclosome subunit 8)
Q3KNW5	SOAT	SLC10A6 SOAT	Sodium-dependent organic anion transporter (SOAT) (Solute carrier family 10 member 6) (SLC10A6)
Q96ED9	HOOK2	HOOK2	Protein Hook homolog 2 (h-hook2) (hHK2)
Q9H8V3	ECT2	ECT2	Protein ECT2 (Epithelial cell-transforming sequence 2 oncogene)
Q9UK73	FEM1B	FEM1B F1AA KIAA0396	Protein fem-1 homolog B (FEM1b) (FEM1-beta) (Fem-1-like death receptor-binding protein alpha) (Fem-1-like in apoptotic pathway protein alpha) (F1A-alpha)
Q9BUL9	RPP25	RPP25	Ribonuclease P protein subunit p25 (RNase P protein subunit p25)
O95447	LCA5L	LCA5L C21orf13	Lebercilin-like protein (Leber congenital amaurosis 5-like protein)
P51178	PLCD1	PLCD1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1 (EC 3.1.4.11) (Phosphoinositide phospholipase C-delta-1) (Phospholipase C-III) (PLC-III) (Phospholipase C-delta-1) (PLC-delta-1)
O43681	GET3	GET3 ARSA ASNA1 TRC40	ATPase GET3 (EC 3.6.4.-) (Arsenical pump-driving ATPase) (Arsenite-stimulated ATPase) (Guided entry of tail-anchored proteins factor 3, ATPase) (Transmembrane domain recognition complex 40 kDa ATPase subunit) (hARSA-I) (hASNA-I)
O14920	IKKB	IKBKB IKKB	Inhibitor of nuclear factor kappa-B kinase subunit beta (I-kappa-B-kinase beta) (IKK-B) (IKK-beta) (IkBKB) (EC 2.7.11.10) (I-kappa-B kinase 2) (IKK-2) (IKK2) (Nuclear factor NF-kappa-B inhibitor kinase beta) (NFKBIKB) (Serine/threonine protein kinase IKBKB) (EC 2.7.11.1)
Q9UDX5	MTFP1	MTFP1 MTP18 HSPC242 My022	Mitochondrial fission process protein 1 (Mitochondrial 18 kDa protein) (MTP18)
Q13107	UBP4	USP4 UNP UNPH	Ubiquitin carboxyl-terminal hydrolase 4 (EC 3.4.19.12) (Deubiquitinating enzyme 4) (Ubiquitin thioesterase 4) (Ubiquitin-specific-processing protease 4) (Ubiquitous nuclear protein homolog)
Q12851	M4K2	MAP4K2 GCK RAB8IP	Mitogen-activated protein kinase kinase kinase kinase 2 (EC 2.7.11.1) (B lymphocyte serine/threonine-protein kinase) (Germinal center kinase) (GC kinase) (MAPK/ERK kinase kinase kinase 2) (MEK kinase kinase 2) (MEKKK 2) (Rab8-interacting protein)
Q93034	CUL5	CUL5 VACM1	Cullin-5 (CUL-5) (Vasopressin-activated calcium-mobilizing receptor 1) (VACM-1)
Q96PU5	NED4L	NEDD4L KIAA0439 NEDL3	E3 ubiquitin-protein ligase NEDD4-like (EC 2.3.2.26) (EC 2.3.2.36) (HECT-type E3 ubiquitin transferase NED4L) (NEDD4.2) (Nedd4-2)
Q9BSC4	NOL10	NOL10	Nucleolar protein 10
Q07817	B2CL1	BCL2L1 BCL2L BCLX	Bcl-2-like protein 1 (Bcl2-L-1) (Apoptosis regulator Bcl-X)
A0A087WZP6	A0A087WZP6		deleted
Q7Z7E8	UB2Q1	UBE2Q1 NICE5 UBE2Q PRO3094	Ubiquitin-conjugating enzyme E2 Q1 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme Q1) (Protein NICE-5) (Ubiquitin carrier protein Q1) (Ubiquitin-protein ligase Q1)
Q05519	SRS11	SRSF11 SFRS11	Serine/arginine-rich splicing factor 11 (Arginine-rich 54 kDa nuclear protein) (p54) (Splicing factor, arginine/serine-rich 11)
Q96M94	KLH15	KLHL15 KIAA1677	Kelch-like protein 15
Q9BWE0	REPI1	REPIN1 RIP60 ZNF464	DNA-binding protein REPIN1 (60 kDa origin-specific DNA-binding protein) (60 kDa replication initiation region protein) (ATT-binding protein) (DHFR oribeta-binding protein RIP60) (Zinc finger protein 464)
O75521	ECI2	ECI2 DRS1 HCA88 PECI	Enoyl-CoA delta isomerase 2 (EC 5.3.3.8) (DRS-1) (Delta(3),delta(2)-enoyl-CoA isomerase) (D3,D2-enoyl-CoA isomerase) (Diazepam-binding inhibitor-related protein 1) (DBI-related protein 1) (Dodecenoyl-CoA isomerase) (Hepatocellular carcinoma-associated antigen 88) (Peroxisomal 3,2-trans-enoyl-CoA isomerase) (pECI) (Renal carcinoma antigen NY-REN-1)
Q8NEZ4	KMT2C	KMT2C HALR KIAA1506 MLL3	Histone-lysine N-methyltransferase 2C (Lysine N-methyltransferase 2C) (EC 2.1.1.364) (Homologous to ALR protein) (Myeloid/lymphoid or mixed-lineage leukemia protein 3)
O95190	OAZ2	OAZ2	Ornithine decarboxylase antizyme 2 (AZ2) (ODC-Az 2)
Q9BQ39	DDX50	DDX50	ATP-dependent RNA helicase DDX50 (EC 3.6.4.13) (DEAD box protein 50) (Gu-beta) (Nucleolar protein Gu2)
P61221	ABCE1	ABCE1 RLI RNASEL1 RNASELI RNS4I OK/SW-cl.40	ATP-binding cassette sub-family E member 1 (EC 3.6.5.-) (2'-5'-oligoadenylate-binding protein) (HuHP68) (RNase L inhibitor) (Ribonuclease 4 inhibitor) (RNS4I)
Q8IUX8	EGFL6	EGFL6 MAEG PP648 UNQ281/PRO320	Epidermal growth factor-like protein 6 (EGF-like protein 6) (MAM and EGF domains-containing gene protein)
O15084	ANR28	ANKRD28 KIAA0379	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A (PP6-ARS-A) (Serine/threonine-protein phosphatase 6 regulatory subunit ARS-A) (Ankyrin repeat domain-containing protein 28) (Phosphatase interactor targeting protein hnRNP K) (PITK)
Q9NZ81	PRR13	PRR13 TXR1 BM-041	Proline-rich protein 13 (Taxane-resistance protein)
P08069	IGF1R	IGF1R	Insulin-like growth factor 1 receptor (EC 2.7.10.1) (Insulin-like growth factor I receptor) (IGF-I receptor) (CD antigen CD221) [Cleaved into: Insulin-like growth factor 1 receptor alpha chain; Insulin-like growth factor 1 receptor beta chain]
P61966	AP1S1	AP1S1 AP19 CLAPS1	AP-1 complex subunit sigma-1A (Adaptor protein complex AP-1 subunit sigma-1A) (Adaptor-related protein complex 1 subunit sigma-1A) (Clathrin assembly protein complex 1 sigma-1A small chain) (Clathrin coat assembly protein AP19) (Golgi adaptor HA1/AP1 adaptin sigma-1A subunit) (HA1 19 kDa subunit) (Sigma 1a subunit of AP-1 clathrin) (Sigma-adaptin 1A) (Sigma1A-adaptin)
Q9Y282	ERGI3	ERGIC3 C20orf47 ERV46 SDBCAG84 CGI-54 PRO0989	Endoplasmic reticulum-Golgi intermediate compartment protein 3 (Serologically defined breast cancer antigen NY-BR-84)
P82912	RT11	MRPS11 RPMS11 HCC2	Small ribosomal subunit protein uS11m (28S ribosomal protein S11, mitochondrial) (MRP-S11) (S11mt) (Cervical cancer proto-oncogene 2 protein) (HCC-2)
P46783	RS10	RPS10	Small ribosomal subunit protein eS10 (40S ribosomal protein S10)
Q8N138	ORML3	ORMDL3	ORM1-like protein 3
Q9Y5Q8	TF3C5	GTF3C5 CDABP0017	General transcription factor 3C polypeptide 5 (TF3C-epsilon) (Transcription factor IIIC 63 kDa subunit) (TFIIIC 63 kDa subunit) (TFIIIC63) (Transcription factor IIIC subunit epsilon)
P27105	STOM	STOM BND7 EPB72	Stomatin (Erythrocyte band 7 integral membrane protein) (Erythrocyte membrane protein band 7.2) (Protein 7.2b)
P23497	SP100	SP100	Nuclear autoantigen Sp-100 (Nuclear dot-associated Sp100 protein) (Speckled 100 kDa)
Q9H7X3	ZN696	ZNF696	Zinc finger protein 696
P09467	F16P1	FBP1 FBP	Fructose-1,6-bisphosphatase 1 (FBPase 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase 1) (Liver FBPase)
O94788	AL1A2	ALDH1A2 RALDH2	Retinal dehydrogenase 2 (RALDH 2) (RalDH2) (EC 1.2.1.36) (Aldehyde dehydrogenase family 1 member A2) (ALDH1A2) (Retinaldehyde-specific dehydrogenase type 2) (RALDH(II))
P61266	STX1B	STX1B STX1B1 STX1B2	Syntaxin-1B (Syntaxin-1B1) (Syntaxin-1B2)
F5GZ62	F5GZ62		deleted
Q6ZVH7	ESPNL	ESPNL	Espin-like protein
Q9NTJ3	SMC4	SMC4 CAPC SMC4L1	Structural maintenance of chromosomes protein 4 (SMC protein 4) (SMC-4) (Chromosome-associated polypeptide C) (hCAP-C) (XCAP-C homolog)
P11388	TOP2A	TOP2A TOP2	DNA topoisomerase 2-alpha (EC 5.6.2.2) (DNA topoisomerase II, alpha isozyme)
P27348	1433T	YWHAQ	14-3-3 protein theta (14-3-3 protein T-cell) (14-3-3 protein tau) (Protein HS1)
P24386	RAE1	CHM REP1 TCD	Rab proteins geranylgeranyltransferase component A 1 (Choroideremia protein) (Rab escort protein 1) (REP-1) (TCD protein)
P62942	FKB1A	FKBP1A FKBP1 FKBP12	Peptidyl-prolyl cis-trans isomerase FKBP1A (PPIase FKBP1A) (EC 5.2.1.8) (12 kDa FK506-binding protein) (12 kDa FKBP) (FKBP-12) (Calstabin-1) (FK506-binding protein 1A) (FKBP-1A) (Immunophilin FKBP12) (Rotamase)
P20700	LMNB1	LMNB1 LMN2 LMNB	Lamin-B1
Q13503	MED21	MED21 SRB7 SURB7	Mediator of RNA polymerase II transcription subunit 21 (Mediator complex subunit 21) (RNA polymerase II holoenzyme component SRB7) (RNAPII complex component SRB7) (hSrb7)
P62191	PRS4	PSMC1	26S proteasome regulatory subunit 4 (P26s4) (26S proteasome AAA-ATPase subunit RPT2) (Proteasome 26S subunit ATPase 1)
O15533	TPSN	TAPBP NGS17 TAPA	Tapasin (TPN) (TPSN) (NGS-17) (TAP-associated protein) (TAP-binding protein)
Q9Y4E5	ZN451	ZNF451 COASTER KIAA0576 KIAA1702	E3 SUMO-protein ligase ZNF451 (EC 2.3.2.-) (Coactivator for steroid receptors) (E3 SUMO-protein transferase ZNF451) (Zinc finger protein 451)
